experiment,condition,dim,run,seed,algo,best_f,PSRR_DB,penalty,is_feasible,runtime_sec
pressure,relaxed,12,2,2042,PSO,-109.23995399043736,109.23995399043736,0,1,21.28421419998631
pressure,relaxed,12,2,2042,GA,-110.49036616289482,110.49036616289482,0,1,41.32269130001077
pressure,relaxed,12,2,2042,ACO,-98.41512266808596,98.41512266808596,0,1,41.590544699982274
pressure,relaxed,12,3,3042,ABC,-113.2165439154067,113.2165439154067,0,1,46.663105500047095
pressure,relaxed,12,3,3042,GWO,-96.33795346953836,96.33795346953836,0,1,34.26659809995908
pressure,relaxed,12,3,3042,FA,-95.34070494277304,95.34070494277304,0,1,84.91425240004901
pressure,relaxed,12,3,3042,PSO,-113.2828618496632,113.2828618496632,0,1,20.55916060000891
pressure,relaxed,12,3,3042,GA,-113.0848385833795,113.0848385833795,0,1,43.78905520000262
pressure,relaxed,12,3,3042,ACO,-102.29654653407556,102.29654653407556,0,1,40.29748000000836
pressure,relaxed,12,4,4042,ABC,-104.24945619264376,104.24945619264376,0,1,45.38149020000128
pressure,relaxed,12,4,4042,GWO,-96.4027416684638,96.4027416684638,0,1,34.68192510004155
pressure,relaxed,12,4,4042,FA,-94.89486296807247,94.89486296807247,0,1,90.30565240001306
pressure,relaxed,12,4,4042,PSO,-94.67548094949036,94.67548094949036,0,1,20.99267710000277
pressure,relaxed,12,4,4042,GA,-104.81872671736912,104.81872671736912,0,1,45.80048299999908
pressure,relaxed,12,4,4042,ACO,-96.34062984826748,96.34062984826748,0,1,38.11135410005227
pressure,relaxed,12,5,5042,ABC,-102.5959799892318,102.5959799892318,0,1,44.39904550003121
pressure,relaxed,12,5,5042,GWO,-96.33576655427686,96.33576655427686,0,1,31.716406200022902
pressure,relaxed,12,5,5042,FA,-101.48681450657,101.48681450657,0,1,84.6343580999528
pressure,relaxed,12,5,5042,PSO,-95.59686602850678,95.59686602850678,0,1,21.59716990002198
pressure,relaxed,12,5,5042,GA,-102.66332188900066,102.66332188900066,0,1,42.07240280002589
pressure,relaxed,12,5,5042,ACO,-96.3473917782938,96.3473917782938,0,1,41.581582099956
pressure,relaxed,12,6,6042,ABC,-103.40485100713326,103.40485100713326,0,1,44.67264530004468
pressure,relaxed,12,6,6042,GWO,-96.34137781497309,96.34137781497309,0,1,32.16138190001948
pressure,relaxed,12,6,6042,FA,-94.98814468146516,94.98814468146516,0,1,93.33872749999864
pressure,relaxed,12,6,6042,PSO,-101.71823080031017,101.71823080031017,0,1,19.837282499996945
pressure,relaxed,12,6,6042,GA,-103.12661072024125,103.12661072024125,0,1,42.23253470001509
pressure,relaxed,12,6,6042,ACO,-96.40994855278451,96.40994855278451,0,1,37.741704699990805
pressure,relaxed,12,7,7042,ABC,-115.79460641734622,115.79460641734622,0,1,45.44615919998614
