case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_w_ncasc,x_w_pmir,x_w_pass,x_l_all,x_iss,x_vbnv,xf_w_pdiff,xf_w_ncasc,xf_w_pmir,xf_w_pass,xf_l_all,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
base,SKY130-BGR,7,17,329345,FA,40,-49.47842,49.47842,0,1,1.21984,25.99447,50.0,63.34,17.4426,52.61807,0,0,0,0,0,0,40.0,1,-49.47842,49.47842,1.21984,25.99447,50.0,63.34,17.4426,52.61807,3141.4765469599515,150000,150000,15205.0,-48.71842140224268,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,49.47842,52.29671,49.47842,52.29671,1,3.995,1.0,4.7,26.355,0.8350000000000001,11.85720929281816,0.9434452322841832,3.995,1.0,4.7,26.355,0.8350000000000001,11.85720929281816,0.9434452322841832,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,18,330345,FA,40,-44.83732,44.83732,0,1,1.220059,25.99974,50.3678,62.556,18.6263,26.77534,0,0,0,0,0,0,49.0,1,-44.83732,44.83732,1.220059,25.99974,50.3678,62.556,18.6263,26.77534,2845.653828864917,150000,150000,17508.0,-42.76699341118941,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,44.83732,44.83732,44.83732,44.83732,1,15.045,1.0,11.97,40.105,0.755,2.881202613818617,1.3055632699098756,15.045,1.0,11.97,40.105,0.755,2.881202613818617,1.3055632699098756,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,19,331345,FA,40,-25.42681,25.42681,0,1,1.220484,25.91123,50.0001,74.852,31.7289,42.68245,0,0,0,0,0,0,80.0,1,-25.42681,25.42681,1.220484,25.91123,50.0001,74.852,31.7289,42.68245,2700.290751548484,150000,150000,13154.0,-23.595377694277968,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,25.42681,42.85107,25.42681,42.85107,1,2.58,1.0,38.785,37.725,3.615,8.400788762442783,0.9295935284277366,2.58,1.0,38.785,37.725,3.615,8.400788762442783,0.9295935284277366,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,20,332345,FA,40,-27.25109,27.25109,0,1,1.2214,21.15804,50.0802,64.088,14.0002,48.73401,0,0,0,0,0,0,46.0,1,-27.25109,27.25109,1.2214,21.15804,50.0802,64.088,14.0002,48.73401,3569.515873670578,150000,150000,17434.0,-25.45079271198808,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,27.25109,53.59032,27.25109,53.59032,1,4.67,22.995,5.585,83.505,0.75,10.48974614418851,1.2444710024225123,4.67,22.995,5.585,83.505,0.75,10.48974614418851,1.2444710024225123,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,21,333345,FA,40,-25.28316,25.28316,0,1,1.220498,25.92583,50.0,75.464,31.6462,44.62535,0,0,0,0,0,0,65.0,1,-25.28316,25.28316,1.220498,25.92583,50.0,75.464,31.6462,44.62535,1773.6983668934554,150000,150000,12440.0,-21.78529648246988,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,25.28316,42.96448,25.28316,42.96448,1,2.5700000000000003,1.0,39.28,39.400000000000006,3.775,9.075250364121974,0.9165304861190904,2.5700000000000003,1.0,39.28,39.400000000000006,3.775,9.075250364121974,0.9165304861190904,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,22,334345,FA,40,-54.04883,54.04883,0,1,1.2214,19.50072,50.0001,61.112,14.4643,46.29721,0,0,0,0,0,0,6.0,1,-54.04883,54.04883,1.2214,19.50072,50.0001,61.112,14.4643,46.29721,3367.2117227837443,150000,150000,15702.0,-53.75442680093534,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.04883,54.04883,54.04883,54.04883,1,5.23,3.61,1.045,27.535,0.57,9.64390149436911,1.154837814576572,5.23,3.61,1.045,27.535,0.57,9.64390149436911,1.154837814576572,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,23,335345,FA,40,-54.26753,54.26753,0,1,1.2214,19.56027,50.0404,62.31699999999999,15.023,49.35353,0,0,0,0,0,0,42.0,1,-54.26753,54.26753,1.2214,19.56027,50.0404,62.31699999999999,15.023,49.35353,3170.8709630500525,150000,150000,17290.0,-52.22992624597498,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.26753,54.26753,54.26753,54.26753,1,5.14,1.41,1.165,27.16,0.59,10.705194459715168,1.011629185030035,5.14,1.41,1.165,27.16,0.59,10.705194459715168,1.011629185030035,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,24,336345,FA,40,-45.17117,45.17117,0,1,1.220111,24.72204,50.0,61.374,15.6808,48.00755,0,0,0,0,0,0,3.0,1,-45.17117,45.17117,1.220111,24.72204,50.0,61.374,15.6808,48.00755,3840.3840496204793,150000,150000,13600.0,-44.820202105376026,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,45.17117,53.09504,45.17117,53.09504,1,5.495,2.43,4.26,34.935,0.73,10.252923877746662,0.904007051776657,5.495,2.43,4.26,34.935,0.73,10.252923877746662,0.904007051776657,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,25,337345,FA,40,-34.80353,34.80353,0,1,1.220634,22.98359,50.0002,60.0,14.0206,49.71568,0,0,0,0,0,0,19.0,1,-34.80353,34.80353,1.220634,22.98359,50.0002,60.0,14.0206,49.71568,4087.529825340957,150000,150000,17375.0,-34.31202392959286,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,34.80353,54.97119,34.80353,54.97119,1,10.56,1.005,7.21,79.79,0.665,10.839456607886667,0.9972624526855336,10.56,1.005,7.21,79.79,0.665,10.839456607886667,0.9972624526855336,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,26,338345,FA,40,-26.22874,26.22874,0,1,1.220352,25.919,50.0001,71.152,31.0155,35.11717,0,0,0,0,0,0,42.0,1,-26.22874,26.22874,1.220352,25.919,50.0001,71.152,31.0155,35.11717,3096.6556074563414,150000,150000,19788.0,-24.40553429782865,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,26.22874,42.29094,26.22874,42.29094,1,3.34,1.0,36.055,26.77,3.68,5.775778087917962,1.004615357017304,3.34,1.0,36.055,26.77,3.68,5.775778087917962,1.004615357017304,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,27,339345,FA,40,-54.36547,54.36547,0,1,1.221399,19.48585,50.0002,62.556,15.2414,49.46884,0,0,0,0,0,0,43.0,1,-54.36547,54.36547,1.221399,19.48585,50.0002,62.556,15.2414,49.46884,3382.575885767117,150000,150000,15948.0,-52.49990124734165,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.36547,54.36547,54.36547,54.36547,1,5.3,1.005,1.26,28.88,0.59,10.745208369809948,0.9092273174848172,5.3,1.005,1.26,28.88,0.59,10.745208369809948,0.9092273174848172,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,28,340345,FA,40,-43.37122,43.37122,0,1,1.219963,25.99185,51.3974,60.916,24.1492,26.13807,0,0,0,0,0,0,17.0,1,-43.37122,43.37122,1.219963,25.99185,51.3974,60.916,24.1492,26.13807,3007.4051131699234,150000,150000,19844.0,-43.08130031176874,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,43.37122,44.20415,43.37122,44.20415,1,10.745,1.01,21.105,35.04,0.925,2.6612733721262307,0.9006917506223587,10.745,1.01,21.105,35.04,0.925,2.6612733721262307,0.9006917506223587,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,29,341345,FA,40,-40.23191,40.23191,0,1,1.21995,25.32642,50.0002,60.001000000000005,15.5172,53.08868,0,0,0,0,0,0,42.0,1,-40.23191,40.23191,1.21995,25.32642,50.0002,60.001000000000005,15.5172,53.08868,3576.468751862645,150000,150000,18436.0,-38.30753567170447,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,40.23191,54.28801,40.23191,54.28801,1,6.48,1.0,8.219999999999999,50.745,0.745,12.0189256950322,1.0424665054915214,6.48,1.0,8.219999999999999,50.745,0.745,12.0189256950322,1.0424665054915214,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,0,312345,GA,40,-54.42002,54.42002,0,1,1.2214,19.52057,50.5866,64.942,16.1216,49.00336,0,0,0,0,0,0,65.0,1,-54.42002,54.42002,1.2214,19.52057,50.5866,64.942,16.1216,49.00336,12698.806119151412,150000,150000,125320.0,-51.05632151264341,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.42002,54.42002,54.42002,54.42002,1,4.27,1.005,1.05,25.205,0.655,10.583720900696145,1.222816610666566,4.27,1.005,1.05,25.205,0.655,10.583720900696145,1.222816610666566,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,1,313345,GA,40,-55.44706,55.44706,0,1,1.221377,19.67973,50.05,63.81,15.5295,45.80379,0,0,0,0,0,0,35.0,1,-55.44706,55.44706,1.221377,19.67973,50.05,63.81,15.5295,45.80379,11161.5113557335,150000,150000,102360.0,-54.3522246208308,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.44706,55.44706,55.44706,55.44706,1,5.1450000000000005,1.0,1.0,26.595,0.575,9.472868519700402,1.247280440737963,5.1450000000000005,1.0,1.0,26.595,0.575,9.472868519700402,1.247280440737963,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,2,314345,GA,40,-55.39949,55.39949,0,1,1.221249,20.1582,50.0955,64.263,15.7465,44.16946,0,0,0,0,0,0,52.0,1,-55.39949,55.39949,1.221249,20.1582,50.0955,64.263,15.7465,44.16946,12037.123499127105,150000,150000,122000.0,-53.461686593710624,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.39949,55.39949,55.39949,55.39949,1,5.13,1.0,1.0,26.05,0.575,8.906897767529431,1.2740252424485328,5.13,1.0,1.0,26.05,0.575,8.906897767529431,1.2740252424485328,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,3,315345,GA,40,-55.09603,55.09603,0,1,1.22139,19.52569,50.0001,63.588,15.476,45.121,0,0,0,0,0,0,45.0,1,-55.09603,55.09603,1.22139,19.52569,50.0001,63.588,15.476,45.121,12835.937620367857,150000,150000,102600.0,-52.9166170338469,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.09603,55.09603,55.09603,55.09603,1,5.485,1.0,1.0,27.69,0.5650000000000001,9.235596985442475,1.2437885246418492,5.485,1.0,1.0,27.69,0.5650000000000001,9.235596985442475,1.2437885246418492,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,4,316345,GA,40,-54.39691,54.39691,0,1,1.2214,19.86791,50.066,62.963,15.4323,50.07037,0,0,0,0,0,0,43.0,1,-54.39691,54.39691,1.2214,19.86791,50.066,62.963,15.4323,50.07037,12135.549789048731,150000,150000,125160.0,-50.90001485513237,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.39691,54.39691,54.39691,54.39691,1,5.015,1.0,1.315,28.415,0.61,10.954090080638409,1.0906355500083067,5.015,1.0,1.315,28.415,0.61,10.954090080638409,1.0906355500083067,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,5,317345,GA,40,-54.75632,54.75631,0,1,1.22139,19.45126,50.0,63.540000000000006,15.4888,44.54323,0,0,0,0,0,0,19.0,1,-54.75632,54.75632,1.22139,19.45126,50.0001,63.540000000000006,15.4887,44.54323,11288.422453086823,150000,150000,63400.0,-54.349104336295575,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.75631,54.75631,54.75632,54.75632,1,5.72,1.0,1.0,28.51,0.56,9.03496500679274,1.2408635575379057,5.72,1.0,1.0,28.51,0.56,9.034965006368,1.2408635575379057,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,6,318345,GA,40,-55.73138,55.73138,0,1,1.22125,20.73385,50.0763,65.559,16.4212,51.18545,0,0,0,0,0,0,37.0,1,-55.73138,55.73138,1.22125,20.73385,50.0763,65.559,16.4212,51.18545,11375.72644393146,150000,150000,77200.0,-55.148543445356296,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.73138,55.73145,55.73138,55.73145,1,3.585,1.0,1.195,20.53,0.7250000000000001,11.34334746907382,1.121257649190976,3.585,1.0,1.195,20.53,0.7250000000000001,11.34334746907382,1.121257649190976,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,7,319345,GA,40,-55.26365,55.26365,0,1,1.221397,19.56031,50.2676,64.277,15.802,47.14915,0,0,0,0,0,0,2.0,1,-55.26365,55.26365,1.221397,19.56031,50.2676,64.277,15.802,47.14915,12648.845456007868,150000,150000,104280.0,-54.03880265785105,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,55.26365,55.26365,55.26365,55.26365,1,4.705,1.0,1.0,25.795,0.6,9.939834063236075,1.242429545568958,4.705,1.0,1.0,25.795,0.6,9.939834063236075,1.242429545568958,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,8,320345,GA,40,-54.44686,54.44686,0,1,1.2214,19.28736,50.1005,63.316,15.4202,44.70703,0,0,0,0,0,0,1.0,1,-54.44686,54.44686,1.2214,19.28736,50.1005,63.316,15.4202,44.70703,10973.96269827336,150000,150000,19600.0,-54.07481227351516,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.44686,54.44694,54.44686,54.44694,1,5.905,1.0,1.0,29.24,0.56,9.091716509556717,1.2185506423557122,5.905,1.0,1.0,29.24,0.56,9.091716509556717,1.218550644518665,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,9,321345,GA,40,-44.68323,44.68323,0,1,1.220205,25.81782,50.1323,63.163,18.7599,26.39929,0,0,0,0,0,0,20.0,1,-44.68323,44.68323,1.220205,25.81782,50.1323,63.163,18.7599,26.39929,11555.870900340844,150000,150000,149720.0,-43.91865183377889,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,44.68323,44.68323,44.68323,44.68323,1,16.83,1.0,13.05,44.585,0.73,2.748845622134349,0.9000036843723823,16.83,1.0,13.05,44.585,0.73,2.748845622134349,0.9000036843723823,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,10,322345,GA,40,-45.02962,45.02962,0,1,1.220054,25.97004,50.5433,62.798,19.2537,26.78459,0,0,0,0,0,0,16.0,1,-45.02962,45.02962,1.220054,25.97004,50.5433,62.798,19.2537,26.78459,11645.314719242975,150000,150000,147840.0,-44.80213539766032,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,45.02962,45.03017,45.02962,45.03017,1,13.575,1.0,11.665,37.855,0.765,2.884502806471261,0.9463408742786842,13.575,1.0,11.665,37.855,0.765,2.884502806471261,0.9463408742786842,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,11,323345,GA,40,-54.68786,54.68786,0,1,1.221379,19.94765,50.5788,65.974,16.5308,51.40746,0,0,0,0,0,0,1.0,1,-54.68786,54.68786,1.221379,19.94765,50.5788,65.974,16.5308,51.40746,12535.982429245489,150000,150000,129320.0,-53.30595685437903,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.68786,54.68786,54.68786,54.68786,1,3.675,1.0,1.085,21.950000000000003,0.745,11.41892137005884,1.1004033884145263,3.675,1.0,1.085,21.950000000000003,0.745,11.41892137005884,1.1004033884145263,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,12,324345,GA,40,-54.89738,54.89738,0,1,1.221392,19.51077,50.5023,64.872,16.0568,47.83982,0,0,0,0,0,0,12.0,1,-54.89738,54.89738,1.221392,19.51077,50.5023,64.872,16.0568,47.83982,12010.741707397625,150000,150000,133680.0,-54.35199881492544,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.89738,54.89738,54.89738,54.89738,1,4.4,1.0,1.0,25.28,0.63,10.179766001176086,1.2399089423339384,4.4,1.0,1.0,25.28,0.63,10.179766001176086,1.2399089423339384,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,13,325345,GA,40,-53.87208,53.87208,0,1,1.221389,19.25279,50.0204,63.167,15.3916,43.54126,0,0,0,0,0,0,114.0,1,-53.87208,53.87208,1.221389,19.25279,50.0204,63.167,15.3916,43.54126,12498.22361204587,150000,150000,146760.0,-51.67960710558071,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,53.87208,53.87208,53.87208,53.87208,1,6.425,1.0,1.0,30.4,0.55,8.687027393670933,1.202235408093736,6.425,1.0,1.0,30.4,0.55,8.687027393670933,1.202235408093736,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,14,326345,GA,40,-55.36238,55.36238,0,1,1.221379,19.64,50.083,63.81399999999999,15.5415,45.73775,0,0,0,0,0,0,4.0,1,-55.36238,55.36238,1.221379,19.64,50.083,63.81399999999999,15.5415,45.73775,11193.977796187624,150000,150000,149560.0,-54.87596383335889,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.36238,55.36238,55.36238,55.36238,1,5.1850000000000005,1.0,1.0,26.865,0.575,9.449914796625922,1.2442822751148177,5.1850000000000005,1.0,1.0,26.865,0.575,9.449914796625922,1.2442822751148177,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,15,327345,GA,40,-53.1591,53.1591,0,1,1.221181,19.99058,50.0334,63.861,15.6969,40.06291,0,0,0,0,0,0,1.0,1,-53.1591,53.1591,1.221181,19.99058,50.0334,63.861,15.6969,40.06291,12610.937787141653,150000,150000,109280.0,-52.86335957859719,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,53.1591,53.1591,53.1591,53.1591,1,6.995,1.0,1.0,30.175,0.545,7.481678777759469,1.2669972901050195,6.995,1.0,1.0,30.175,0.545,7.481678777759469,1.2669972901050195,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,16,328345,GA,40,-53.43026,53.43026,0,1,1.221397,19.15839,50.0006,63.099,15.4054,42.92512,0,0,0,0,0,0,30.0,1,-53.43026,53.43026,1.221397,19.15839,50.0006,63.099,15.4054,42.92512,12132.435884036124,150000,150000,106320.0,-52.30898622818485,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,53.43026,53.43026,53.43026,53.43026,1,6.79,1.0,1.0,31.49,0.545,8.472967635021083,1.1570498002365337,6.79,1.0,1.0,31.49,0.545,8.472967635021083,1.1570498002365337,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,17,329345,GA,40,-45.643,45.643,0,1,1.220013,25.99575,50.144,63.643,17.9207,27.49122,0,0,0,0,0,0,40.0,1,-45.643,45.643,1.220013,25.99575,50.144,63.643,17.9207,27.49122,11804.601866206154,150000,150000,138000.0,-45.13301748204989,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,45.643,45.643,45.643,45.643,1,11.86,1.0,7.62,32.59,0.73,3.1303707664829843,0.9195248536308818,11.86,1.0,7.62,32.59,0.73,3.1303707664829843,0.9195248536308818,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,18,330345,GA,40,-46.59408,46.59408,0,1,1.219877,25.99368,50.0298,64.169,17.4196,28.75234,0,0,0,0,0,0,50.0,1,-46.59408,46.59408,1.219877,25.99368,50.0298,64.169,17.4196,28.75234,11073.412100134416,150000,150000,89360.0,-44.28314258478389,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,46.59408,46.59408,46.59408,46.59408,1,10.195,1.0,5.58,29.99,0.7050000000000001,3.569860544715956,1.0399891058149036,10.195,1.0,5.58,29.99,0.7050000000000001,3.569860544715956,1.0399891058149036,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,19,331345,GA,40,-52.32986,52.32986,0,1,1.221119,20.19509,50.0158,63.98,15.7491,38.36198,0,0,0,0,0,0,95.0,1,-52.32986,52.32986,1.221119,20.19509,50.0158,63.98,15.7491,38.36198,12017.123988857493,150000,150000,129320.0,-47.45595855968373,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,52.32986,52.32986,52.32986,52.32986,1,7.735,1.0,1.0,30.875,0.54,6.891775816428062,1.251697455103452,7.735,1.0,1.0,30.875,0.54,6.891775816428062,1.251697455103452,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,20,332345,GA,40,-54.36896,54.36896,0,1,1.2214,19.31713,50.0059,63.31100000000001,15.4265,44.19297,0,0,0,0,0,0,50.0,1,-54.36896,54.36896,1.2214,19.31713,50.0059,63.31100000000001,15.4265,44.19297,11869.419390600176,150000,150000,62160.0,-52.41564917689785,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.36896,54.36896,54.36896,54.36896,1,6.04,1.0,1.0,29.435,0.555,8.913210313871312,1.2265238937586946,6.04,1.0,1.0,29.435,0.555,8.913210313871312,1.2265238937586946,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,21,333345,GA,40,-54.43729,54.43729,0,1,1.2214,19.28239,50.1034,63.312,15.4195,44.7055,0,0,0,0,0,0,41.0,1,-54.43729,54.43729,1.2214,19.28239,50.1034,63.312,15.4195,44.7055,11904.33823883161,150000,150000,121600.0,-50.786814957293046,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.43729,54.43729,54.43729,54.43729,1,5.91,1.0,1.0,29.26,0.56,9.091183201911983,1.2179124748790933,5.91,1.0,1.0,29.26,0.56,9.091183201911983,1.2179124748790933,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,22,334345,GA,40,-54.74527,54.74527,0,1,1.2214,19.40644,50.0031,63.496,15.4716,44.66608,0,0,0,0,0,0,6.0,1,-54.74527,54.74527,1.2214,19.40644,50.0031,63.496,15.4716,44.66608,13721.997956203297,150000,150000,137880.0,-54.01652987468916,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.74527,54.74527,54.74527,54.74527,1,5.73,1.0,1.0,28.6,0.56,9.077498870384462,1.2373694561784203,5.73,1.0,1.0,28.6,0.56,9.077498870384462,1.2373694561784203,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,23,335345,GA,40,-53.93215,53.93215,0,1,1.221393,19.25273,50.0029,63.18600000000001,15.3956,43.58626,0,0,0,0,0,0,53.0,1,-53.93215,53.93215,1.221393,19.25273,50.0029,63.18600000000001,15.3956,43.58626,11829.20260179229,150000,150000,112600.0,-51.98196028056854,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,53.93215,53.93215,53.93215,53.93215,1,6.39,1.0,1.0,30.315,0.55,8.702594389460545,1.2070261247271965,6.39,1.0,1.0,30.315,0.55,8.702594389460545,1.2070261247271965,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,24,336345,GA,40,-55.0409,55.0409,0,1,1.2214,19.47591,50.235,63.67100000000001,15.5535,46.88802,0,0,0,0,0,0,3.0,1,-55.0409,55.0409,1.2214,19.47591,50.235,63.67100000000001,15.5535,46.88802,12035.019282264637,150000,150000,142640.0,-54.31951362905286,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.0409,55.04107,55.0409,55.04107,1,5.095,1.0,1.0,26.77,0.585,9.849081754998767,1.2115412121763571,5.095,1.0,1.0,26.77,0.585,9.849081754998767,1.2115412121763571,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,25,337345,GA,40,-55.62265,55.62265,0,1,1.221369,19.78406,50.0838,64.517,15.8935,46.52451,0,0,0,0,0,0,19.0,1,-55.62265,55.62265,1.221369,19.78406,50.0838,64.517,15.8935,46.52451,11740.919553203508,150000,150000,86680.0,-55.193976491976606,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.62265,55.62265,55.62265,55.62265,1,4.58,1.0,1.0,24.94,0.595,9.723288854678646,1.265893506337027,4.58,1.0,1.0,24.94,0.595,9.723288854678646,1.265893506337027,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,26,338345,GA,40,-54.75095,54.75095,0,1,1.221387,19.46123,50.0025,63.536,15.4874,44.51485,0,0,0,0,0,0,140.0,1,-54.75095,54.75095,1.221387,19.46123,50.0025,63.536,15.4874,44.51485,12221.291787059978,150000,150000,149240.0,-52.158646199574655,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.75095,54.75095,54.75095,54.75095,1,5.7250000000000005,1.0,1.0,28.49,0.56,9.025153035403177,1.2413075323798677,5.7250000000000005,1.0,1.0,28.49,0.56,9.025153035403177,1.2413075323798677,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,27,339345,GA,40,-53.5984,53.5984,0,1,1.221286,20.23699,50.9033,66.437,16.7912,50.28102,0,0,0,0,0,0,58.0,1,-53.5984,53.5984,1.221286,20.23699,50.9033,66.437,16.7912,50.28102,12865.04006123729,150000,150000,77240.0,-51.6156787803252,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,53.5984,53.59902,53.5984,53.59902,1,3.735,1.0,1.11,22.695,0.77,11.02889270828017,1.1212687922742632,3.735,1.0,1.11,22.695,0.77,11.02889270828017,1.1212687922742632,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,28,340345,GA,40,-55.04459,55.04459,0,1,1.221386,19.4811,50.1878,63.651,15.497,45.7976,0,0,0,0,0,0,17.0,1,-55.04459,55.04459,1.221386,19.4811,50.1878,63.651,15.497,45.7976,11486.731691880152,150000,150000,89360.0,-54.77548430696204,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.04459,55.04466,55.04459,55.04466,1,5.345,1.0,1.0,27.625,0.575,9.470601521405152,1.2275891445907163,5.345,1.0,1.0,27.625,0.575,9.470601521405152,1.2275891445907163,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,29,341345,GA,40,-55.64181,55.64181,0,1,1.221024,21.14966,50.0693,65.704,16.5252,42.3056,0,0,0,0,0,0,83.0,1,-55.64181,55.64181,1.221024,21.14966,50.0693,65.704,16.5252,42.3056,12951.250540632756,150000,150000,135480.0,-51.0874128595524,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.64181,55.64181,55.64181,55.64181,1,4.390000000000001,1.0,1.0,22.695,0.595,8.262449710254057,1.3210643847702024,4.390000000000001,1.0,1.0,22.695,0.595,8.262449710254057,1.3210643847702024,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
