case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_w_ncasc,x_w_pmir,x_w_pass,x_l_all,x_iss,x_vbnv,xf_w_pdiff,xf_w_ncasc,xf_w_pmir,xf_w_pass,xf_l_all,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
base,SKY130-BGR,7,13,325345,PSO,40,-55.8385,55.8385,0,1,1.221376,19.84349,50.0004,65.069,16.1343,46.61066,0,0,0,0,0,0,46.0,1,-55.8385,55.8385,1.221376,19.84349,50.0004,65.069,16.1343,46.61066,19657.23827503994,150000,150000,83489.0,-53.85985540776939,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.8385,55.8385,55.8385,55.8385,1,4.255,1.0,1.0,23.96,0.605,9.753154733224488,1.2807132820220195,4.255,1.0,1.0,23.96,0.605,9.753154733224488,1.2807132820220195,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,14,326345,PSO,40,-55.02131,55.0208,0,1,1.2214,19.91753,50.0,63.91,15.7562,49.45714,0,0,0,0,0,0,4.0,1,-55.02131,55.02131,1.2214,19.91753,50.0009,63.91,15.755,49.45714,18433.46655381471,150000,150000,87686.0,-54.78810894129295,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.0208,55.02101,55.02131,55.02131,1,4.53,1.0,1.225,26.105,0.62,10.741211569578883,1.2312505871294483,4.53,1.0,1.225,26.105,0.62,10.741211566469822,1.2312505860129237,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,15,327345,PSO,40,-54.37432,54.37432,0,1,1.2214,19.47591,50.0,62.545,15.2194,49.56106,0,0,0,0,0,0,1.0,1,-54.37432,54.37432,1.2214,19.47591,50.0,62.545,15.2194,49.56106,2339.565071148798,150000,150000,10681.0,-54.135934029493534,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.37432,54.37432,54.37432,54.37432,1,5.275,1.0,1.25,28.63,0.59,10.777194355100256,0.9,5.275,1.0,1.25,28.63,0.59,10.777194355100256,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,16,328345,PSO,40,-55.94965,55.94965,0,1,1.221321,20.31581,50.0003,67.202,17.143,47.5618,0,0,0,0,0,0,30.0,1,-55.94965,55.94965,1.221321,20.31581,50.0003,67.202,17.143,47.5618,13160.83815268986,150000,150000,73689.0,-55.5747131160641,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.94965,55.94988,55.94965,55.94988,1,3.28,1.0,1.0,20.065,0.6900000000000001,10.084263290653048,1.253250029444811,3.28,1.0,1.0,20.065,0.6900000000000001,10.084263290653048,1.253250029444811,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,17,329345,PSO,40,-54.19609,54.19609,0,1,1.2214,18.90528,50.4483,62.902,15.2263,48.26007,0,0,0,0,0,0,40.0,1,-54.19609,54.19609,1.2214,18.90528,50.4483,62.902,15.2263,48.26007,6013.398336857557,150000,150000,128066.0,-53.957251731678205,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.19609,54.19609,54.19609,54.19609,1,5.3500000000000005,1.0,1.0,27.695,0.585,10.325475504374385,0.9,5.3500000000000005,1.0,1.0,27.695,0.585,10.325475504374385,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,18,330345,PSO,40,-54.37319,54.37319,0,1,1.2214,19.46599,50.0053,62.548,15.2152,49.56496,0,0,0,0,0,0,48.0,1,-54.37319,54.37319,1.2214,19.46599,50.0053,62.548,15.2152,49.56496,3630.9093829672784,150000,150000,23888.0,-52.35967130220868,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.37319,54.3732,54.37319,54.3732,1,5.2700000000000005,1.0,1.245,28.565,0.59,10.778557405511773,0.9,5.2700000000000005,1.0,1.245,28.565,0.59,10.778557405511773,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,19,331345,PSO,40,-55.61406,55.61406,0,1,1.221353,19.84883,50.0,64.034,15.6209,45.44068,0,0,0,0,0,0,87.0,1,-55.61406,55.61406,1.221353,19.84883,50.0,64.034,15.6209,45.44068,17823.05471928604,150000,150000,141826.0,-53.67845247977654,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.61406,55.61423,55.61406,55.61423,1,5.04,1.0,1.0,26.135,0.575,9.347073929405983,1.2627420468824462,5.04,1.0,1.0,26.135,0.575,9.347073929405983,1.2627420468824462,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,20,332345,PSO,40,-54.34585,54.34585,0,1,1.2214,19.70416,50.0082,62.635000000000005,15.31,50.54296,0,0,0,0,0,0,41.0,1,-54.34585,54.34585,1.2214,19.70416,50.0082,62.635000000000005,15.31,50.54296,6122.647633336484,150000,150000,64200.0,-52.52096896446309,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.34585,54.34585,54.34585,54.34585,1,5.1,1.0,1.345,28.84,0.605,11.118156075672449,0.9,5.1,1.0,1.345,28.84,0.605,11.118156075672449,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,21,333345,PSO,40,-55.61532,55.61532,0,1,1.221347,19.86877,50.0004,64.038,15.6225,45.3902,0,0,0,0,0,0,74.0,1,-55.61532,55.61532,1.221347,19.86877,50.0004,64.038,15.6225,45.3902,19807.04928554036,150000,150000,147547.0,-51.80733632706884,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.61532,55.61532,55.61532,55.61532,1,5.04,1.0,1.0,26.085,0.575,9.329620551611034,1.26360300251057,5.04,1.0,1.0,26.085,0.575,9.329620551611034,1.26360300251057,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,22,334345,PSO,40,-54.29018,54.29018,0,1,1.2214,19.33201,50.0004,62.496,15.1462,48.82129,0,0,0,0,0,0,6.0,1,-54.29018,54.29018,1.2214,19.33201,50.0004,62.496,15.1462,48.82129,18136.83217357099,150000,150000,106186.0,-54.107201300732,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.29018,54.29018,54.29018,54.29018,1,5.38,1.0,1.165,28.115,0.58,10.520326880551115,0.9,5.38,1.0,1.165,28.115,0.58,10.520326880551115,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,23,335345,PSO,40,-55.7683,55.7683,0,1,1.221291,20.12773,50.0002,64.722,15.9935,45.4275,0,0,0,0,0,0,42.0,1,-55.7683,55.7683,1.221291,20.12773,50.0002,64.722,15.9935,45.4275,18835.925491388887,150000,150000,148834.0,-53.9099854555697,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.7683,55.76851,55.7683,55.76851,1,4.5600000000000005,1.0,1.0,24.35,0.59,9.343293619405,1.2831321956121535,4.5600000000000005,1.0,1.0,24.35,0.59,9.343293619405,1.2831321956121535,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,24,336345,PSO,40,-54.03148,54.03148,0,1,1.2214,19.99692,50.0038,62.69799999999999,15.3207,52.64055,0,0,0,0,0,0,3.0,1,-54.03148,54.03148,1.2214,19.99692,50.0038,62.69799999999999,15.3207,52.64055,5283.98974372074,150000,150000,29025.0,-53.59356247117847,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.03148,54.03148,54.03148,54.03148,1,4.720000000000001,1.0,1.42,27.235,0.635,11.846562199003897,0.9,4.720000000000001,1.0,1.42,27.235,0.635,11.846562199003897,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,25,337345,PSO,40,-55.61056,55.6099,0,1,1.221348,19.86876,50.0001,64.014,15.6112,45.4261,0,0,0,0,0,0,19.0,1,-55.61056,55.61056,1.221348,19.86876,50.0005,64.015,15.6102,45.4261,18604.309545718133,150000,150000,87984.0,-55.28135603957361,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.6099,55.61033,55.61056,55.61069,1,5.045,1.0,1.0,26.075,0.575,9.342078692192592,1.262691029856223,5.045,1.0,1.0,26.075,0.575,9.342078693007265,1.2626910311206148,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,26,338345,PSO,40,-54.21257,54.21257,0,1,1.2214,18.9152,50.4965,62.973,15.2461,48.52804,0,0,0,0,0,0,49.0,1,-54.21257,54.21257,1.2214,18.9152,50.4965,62.973,15.2461,48.52804,10995.46157951001,150000,150000,147181.0,-52.21789461789746,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.21257,54.21257,54.21257,54.21257,1,5.2700000000000005,1.0,1.0,27.52,0.59,10.41853159043881,0.9,5.2700000000000005,1.0,1.0,27.52,0.59,10.41853159043881,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,27,339345,PSO,40,-55.66441,55.66381,0,1,1.221349,19.88859,50.0,64.338,15.8148,45.98273,0,0,0,0,0,0,58.0,1,-55.66441,55.66441,1.221349,19.88859,50.0005,64.339,15.8138,45.98273,20855.30982997082,150000,150000,80535.0,-53.850398296255314,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.66381,55.66412,55.66441,55.66441,1,4.73,1.0,1.0,25.09,0.585,9.535383414420949,1.268507589238017,4.73,1.0,1.0,25.09,0.585,9.5353834062751,1.268507589345098,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,28,340345,PSO,40,-54.21247,54.21247,0,1,1.2214,18.89039,50.5144,62.979,15.2584,48.47206,0,0,0,0,0,0,17.0,1,-54.21247,54.21247,1.2214,18.89039,50.5144,62.979,15.2584,48.47206,16618.328158492222,150000,150000,144938.0,-54.01915533966893,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,54.21247,54.21247,54.21247,54.21247,1,5.29,1.0,1.0,27.68,0.59,10.399097952832086,0.9,5.29,1.0,1.0,27.68,0.59,10.399097952832086,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
base,SKY130-BGR,7,29,341345,PSO,40,-55.7371,55.7371,0,1,1.221378,19.79384,50.0005,64.435,15.8461,46.46423,0,0,0,0,0,0,43.0,1,-55.7371,55.7371,1.221378,19.79384,50.0005,64.435,15.8461,46.46423,20913.75806351751,150000,150000,148513.0,-53.65474002296681,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,55.7371,55.7371,55.7371,55.7371,1,4.609999999999999,1.0,1.0,24.895,0.59,9.70223859620894,1.2680037023865691,4.609999999999999,1.0,1.0,24.895,0.59,9.70223859620894,1.2680037023865691,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
